id,score,kill,reason,idea
2996,9,False,"Uses OHLCV indicators, clear logic, minor adaptation for 15m timeframe","Long volatility breakout strategy triggered when Bollinger Bandwidth contracts below a historical percentile while volume-weighted average price (VWAP) slope turns positive, with exits on parabolic SAR flip or volatility expansion beyond threshold."
2997,1,True,Requires options put/call ratio data,"Trade volatility squeezes using Bollinger Band width percentile below 10% combined with a surge in options put/call ratio divergence, entering on a confirmed breakout above/below the squeeze range with volume confirmation."
2998,10,False,"Pure OHLCV indicators, clear entry/exit rules, perfect for crypto 15m","Trade breakouts when Bollinger Bands contract to their narrowest point in 30 days while volume spikes above its 20-day average, with exits on a 2:1 risk-reward ratio."
2999,10,False,"Pure OHLCV indicators, clear entry/exit rules, perfect for crypto 15m","A breakout strategy that triggers when price crosses both a 20-period Donchian channel and a 3x volatility filter (using ATR), with exits based on parabolic SAR reversals."
3000,9,False,"Uses OHLCV indicators, clear logic, minor adaptation for 15m timeframe","Combine Vortex Indicator crossover with ADX strength above 25 and volume surge to trigger trend-following entries, exiting on ADX reversal below 20 or volume contraction."
3001,10,False,"Pure OHLCV indicators, clear entry/exit rules, perfect for crypto 15m","Trade breakouts when the 20-period Bollinger Band width contracts to its lowest level in 3 months while volume spikes above its 30-day average, with exits on a 2:1 risk-reward ratio."
3002,9,False,"Uses OHLCV indicators, clear logic, minor adaptation for 15m timeframe","Trade long when the Elder Force Index crosses above zero during a Bollinger Bandwidth contraction (20-day lowest quartile), exiting when bandwidth expands above the 15-day median."
3003,10,False,"Pure OHLCV indicators, clear entry/exit rules, perfect for crypto 15m","A breakout strategy that triggers when price crosses a 20-period Donchian channel while the Bollinger Band width is at a 30-day low, with exits based on a trailing percentage of recent volatility."
3004,10,False,"Pure OHLCV indicators, clear entry/exit rules, perfect for crypto 15m","A breakout strategy that triggers when price crosses a 20-period Donchian channel while volume spikes above its 30-day moving average, with exits based on Bollinger Band width contraction."
3005,10,False,"Pure OHLCV indicators, clear entry/exit rules, perfect for crypto 15m","A breakout strategy that triggers when price crosses a 20-period Donchian channel while volume spikes above its 30-day average, with exits based on a trailing 2x ATR stop."
3006,9,False,"Uses OHLCV indicators, clear logic, minor adaptation for 15m timeframe","A mean-reversion strategy entering long when price touches the lower Bollinger Band while Chaikin Money Flow rises, exiting at 1.5x ATR above entry, with confirmation from narrowing Keltner Channel width."
3007,9,False,"Uses OHLCV indicators, clear logic, minor adaptation for 15m timeframe","Trade breakouts when the 50-period volume-weighted MA crosses the 200-period MA while Bollinger Band width contracts below its 10-day average, exiting on opposing VWAP/volume spike divergences."
3008,10,False,"Pure OHLCV indicators, clear entry/exit rules, perfect for crypto 15m","A breakout strategy that triggers when price crosses a 20-period Donchian channel while the Bollinger Band width is at a 3-month low, with exits on a 2:1 risk-reward ratio."
3009,1,True,Requires liquidation heatmap and taker buy/sell ratio,"Trade counter-trend reversals when a 4-hour liquidation heatmap cluster coincides with Bollinger Band squeeze breakout failure, confirmed by diverging Taker Buy/Sell Ratio."
3010,1,True,Requires liquidation cluster data,"A strategy that triggers long entries when short-term liquidation clusters exceed 2x the 30-day average alongside a Bollinger Band squeeze, exiting at volatility expansion peaks measured by Keltner Channel breaks."
3011,9,False,"Uses OHLCV indicators, clear logic, minor adaptation for 15m timeframe","Enter long positions when price crosses above VWAP with Bollinger Bandwidth expanding above its 20-day average, exiting when bandwidth contracts below the 10th percentile of its 50-day historical range."
3012,9,False,"Uses OHLCV indicators, clear logic, minor adaptation for 15m timeframe","Short volatility squeeze setups when Bollinger Band width expands while On-Balance Volume declines, exiting when bands contract below a rolling quantile threshold of their 20-day history."
3013,1,True,Requires funding rate and open interest data,"Short volatility during high funding rate regimes using a combination of RSI divergence and open interest clusters, exiting when funding rates normalize or volatility spikes beyond historical percentiles."
3014,10,False,"Pure OHLCV indicators, clear entry/exit rules, perfect for crypto 15m",A volatility squeeze strategy that triggers entries when Bollinger Bands contract below a 20-day historical volatility threshold and exits on a breakout beyond 1.5x the average true range.
3015,9,False,"Uses OHLCV indicators, clear logic, minor adaptation for 15m timeframe","Combine Bollinger Band width contraction with ADX below 25 to signal low-volatility entry points, exiting when price breaches the 20-period Keltner Channel while ADX rises above 30."
3016,1,True,Requires open interest and funding rate data,"Liquidation cascade predictor using a sharp drop in open interest combined with high negative funding rates and Bollinger Band expansion, entering shorts on retracements to the lower band with exits at volatility contraction."
3017,1,True,Requires liquidation volume data,"Trade breakouts from Bollinger Band squeeze (20-period, 2σ) when accompanied by a surge in liquidation volume percentile, exiting at 1.5x ATR or upon retracement inside the bands."
3018,1,True,Requires orderbook heatmap and stop-loss concentration data,"Trade volatility contractions near liquidation clusters by entering when Bollinger Band width is below a 10-day low and orderbook heatmaps show dense stop-loss concentrations within 1%, exiting at cluster levels or on 2x average volatility expansion."
3019,10,False,"Pure OHLCV indicators, clear entry/exit rules, perfect for crypto 15m","A volatility expansion strategy that enters long when price breaks a 10-day consolidation range with volume exceeding 200% of the 30-day average and ATR surges by 50%, exiting via a trailing 3x ATR stop."
3020,9,False,"Pure OHLCV indicators, clear rules, good for crypto 15m.",A volatility squeeze strategy that triggers long entries when Bollinger Bands contract below a 20-day historical volatility threshold and price breaks above the upper band with confirming volume expansion.
3021,8,False,"Uses OHLCV indicators, clear entry/exit logic.","Trade volatility squeeze breakouts using a combination of Bollinger Bands and Keltner Channels, entering when price exits the squeeze with confirmation from Elder Force Index, exiting at opposing volatility bands."
3022,7,False,"Vague oscillator definition, but core logic works.","Enter long positions when price-Volume Divergence Oscillator crosses above its moving average during low volatility (Bollinger Band squeeze), exiting at predetermined volatility expansion thresholds."
3023,1,True,Requires funding rate and open interest data.,"Leverage funding rate divergence alongside sudden open interest decline to anticipate liquidation cascades, entering contrarian positions upon price reversal confirmation with stop-losses anchored to recent volatility bands."
3024,6,False,"Uses ATR/price, but liquidation zones are vague.","Volatility-driven liquidation hunt strategy using a combination of recent price extremes as liquidation zones and ATR-based volatility thresholds for entries, exiting at 2x ATR or when volatility contracts below the 10-period moving average."
3025,8,False,"Clear OHLCV rules, good for crypto 15m.","Short price breakouts above Bollinger Bands when accompanied by declining volume, exiting positions when ADX surpasses 25 to confirm trend strength reversal."
3026,4,False,"Liquidation clusters not in OHLCV, core logic vague.","Liquidity gap fade strategy using Bollinger Bandwidth contraction near high liquidation clusters, entering on a volatility surge that breaches the cluster level with volume confirmation."
3027,8,False,"Uses OHLCV indicators, clear entry/exit rules.","A volatility squeeze strategy that triggers long entries when Bollinger Bands width hits a 6-month low and Volume-Weighted MACD crosses bullish, exiting on a 2x ATR trailing stop."
